Date,Opening_Price,Highest_Price,Lowest_Price,Closing_Price,Adjusted_Closing_Price,Traded_Volume,Ticker_Symbol,Tweet_Content,sentiment
2020-08-11,93.066665649414060000,94.666664123535160000,91.000000000000000000,91.625999450683600000,91.625999450683600000,129387000,TSLA,"tsla triple bottom to
the moon soon",0.0
2020-08-11,93.066665649414060000,94.666664123535160000,91.000000000000000000,91.625999450683600000,91.625999450683600000,129387000,TSLA,tsla someone plug in the supercharger our battery is low,-0.2732
2020-08-11,93.066665649414060000,94.666664123535160000,91.000000000000000000,91.625999450683600000,91.625999450683600000,129387000,TSLA,tsla last week i said that was my last week doing puts on tesla today i bought another put pray for me please,0.5574
2020-08-11,93.066665649414060000,94.666664123535160000,91.000000000000000000,91.625999450683600000,91.625999450683600000,129387000,TSLA,tsla usually stock go higher with spilt news but this one will tank to 1000900 before spilt aug 31st,0.0
2020-08-11,93.066665649414060000,94.666664123535160000,91.000000000000000000,91.625999450683600000,91.625999450683600000,129387000,TSLA,tsla buying a put tomorrow or thursday loading up on friday morning most likely  thankfully own zero puts at the moment,0.4728
2020-08-11,93.066665649414060000,94.666664123535160000,91.000000000000000000,91.625999450683600000,91.625999450683600000,129387000,TSLA,tsla with 1 billion outstanding shares after the split only an ignorant would believe the price will go up,0.6249
2020-08-11,93.066665649414060000,94.666664123535160000,91.000000000000000000,91.625999450683600000,91.625999450683600000,129387000,TSLA,tsla at least it wont be so expensive to buy puts in a month,0.0
2020-08-25,80.059997558593750000,83.069999694824220000,79.790000915527340000,82.720001220703120000,77.486961364746100000,17659500,SBUX,sbux upgraded to pt 90 from 78 and pumpkin spice latte comes out again today  3 2 1,0.0
2020-09-09,215.000000000000000000,218.169998168945300000,214.440002441406250000,215.710006713867200000,200.504043579101600000,3213200,MCD,mcd bye bye 217  travis scott is the goat,0.0
2020-09-24,126.440002441406240000,127.540000915527340000,123.300003051757800000,124.750000000000000000,120.696693420410160000,13485800,NKE,nke we have insiders selling 16 million and i think puts will print tomorrow,0.0
2020-10-21,35.436431884765625000,35.531307220458984000,35.161289215087890000,35.180267333984375000,30.587856292724610000,18984859,PFE,pfe yes i told you so this stock makes me money every time,0.4019
2020-10-29,136.653335571289060000,139.353332519531250000,135.486663818359380000,136.943328857421880000,136.943328857421880000,67965900,TSLA,tsla who is dreaming 500 or 5000,0.0
2020-10-29,136.653335571289060000,139.353332519531250000,135.486663818359380000,136.943328857421880000,136.943328857421880000,67965900,TSLA,tsla broke under 50ma bearish divergence might go short on tesla today,-0.4215
2020-10-29,136.653335571289060000,139.353332519531250000,135.486663818359380000,136.943328857421880000,136.943328857421880000,67965900,TSLA,tsla gteen market cant help this  puts,-0.3089
2020-10-29,136.653335571289060000,139.353332519531250000,135.486663818359380000,136.943328857421880000,136.943328857421880000,67965900,TSLA,tsla it doesnt matter who wins this goes up to 500 600 7001000 be patient,-0.4717
2020-11-12,271.040008544921900000,271.200012207031250000,263.040008544921900000,264.309997558593700000,260.804107666015600000,27119100,BABA,"baba thats right get comfortable  
until the regime steps in and takes half",0.5106
2020-11-12,271.040008544921900000,271.200012207031250000,263.040008544921900000,264.309997558593700000,260.804107666015600000,27119100,BABA,baba  all these buy experts in the thread  obviously pumpers,0.0
2020-06-19,67.518669128417970000,67.731330871582030000,66.089332580566400000,66.726669311523440000,66.726669311523440000,130195500,TSLA,tsla youre gonna regret not buying the dip come monday,-0.4215
2020-08-25,80.059997558593750000,83.069999694824220000,79.790000915527340000,82.720001220703120000,77.486961364746100000,17659500,SBUX,sbux pumpkin spice lattes back on the menu,0.0
2020-10-29,136.653335571289060000,139.353332519531250000,135.486663818359380000,136.943328857421880000,136.943328857421880000,67965900,TSLA,tsla 500 today  check after hours in 15 min,0.0
2020-01-10,223.899993896484400000,225.960006713867200000,222.061004638671880000,223.830001831054700000,220.861038208007800000,12296000,BABA,baba trading at 75 dollars discount at least,0.0
2020-01-10,223.899993896484400000,225.960006713867200000,222.061004638671880000,223.830001831054700000,220.861038208007800000,12296000,BABA,baba hold your shares  next week chinese delegation in us for treaty signing,0.296
2020-04-30,36.053131103515625000,36.537002563476560000,35.445919036865234000,36.394687652587890000,31.028232574462890000,29450973,PFE,pfe its like the pill it takes a while to get up there,0.3612
2020-08-11,93.066665649414060000,94.666664123535160000,91.000000000000000000,91.625999450683600000,91.625999450683600000,129387000,TSLA,"tsla 
all the bulls on here
 blah blah  blah blah blah",-0.4588
2020-02-25,56.599998474121090000,57.106666564941406000,52.466667175292970000,53.327331542968750000,53.327331542968750000,259357500,TSLA,tsla just wait till the s come in this quarter gonna be fkn mint,0.0
2020-02-25,56.599998474121090000,57.106666564941406000,52.466667175292970000,53.327331542968750000,53.327331542968750000,259357500,TSLA,tsla errr market is probably gonna be red tmw insiders dumped downgraded down she goes tmw,-0.4019
2020-02-25,56.599998474121090000,57.106666564941406000,52.466667175292970000,53.327331542968750000,53.327331542968750000,259357500,TSLA,tsla its gonna be a really rough day for me  probably gonna go back to 900s but im in deep with the puts,0.0
2020-02-25,56.599998474121090000,57.106666564941406000,52.466667175292970000,53.327331542968750000,53.327331542968750000,259357500,TSLA,tsla took a 13885 loss its cool im gunna buy that dip when its done dipping,0.0
2020-02-25,56.599998474121090000,57.106666564941406000,52.466667175292970000,53.327331542968750000,53.327331542968750000,259357500,TSLA,tsla its ok bulls keep holding the best strategy is always to let all your profits evaporate and never sell,0.8519
2020-02-25,56.599998474121090000,57.106666564941406000,52.466667175292970000,53.327331542968750000,53.327331542968750000,259357500,TSLA,tsla should i cover some of my short calls now or ten minutes later at 790,0.0
2020-02-25,56.599998474121090000,57.106666564941406000,52.466667175292970000,53.327331542968750000,53.327331542968750000,259357500,TSLA,tsla lol what a  down lower than 21 and 50 ma,0.1531
2020-02-25,56.599998474121090000,57.106666564941406000,52.466667175292970000,53.327331542968750000,53.327331542968750000,259357500,TSLA,tsla tonight we dine with cow,0.0
2020-02-25,56.599998474121090000,57.106666564941406000,52.466667175292970000,53.327331542968750000,53.327331542968750000,259357500,TSLA,tsla looking forward renaissance technologies massive dumpingwhen will that happen bulls they are not long term buyers and they were the biggest buyers,0.0
2020-02-25,56.599998474121090000,57.106666564941406000,52.466667175292970000,53.327331542968750000,53.327331542968750000,259357500,TSLA,tsla people will keep buying dip but you guys will regret it,-0.5719
2020-02-25,56.599998474121090000,57.106666564941406000,52.466667175292970000,53.327331542968750000,53.327331542968750000,259357500,TSLA,tsla here comes the bulls callung some bs prices,0.0
2020-02-25,56.599998474121090000,57.106666564941406000,52.466667175292970000,53.327331542968750000,53.327331542968750000,259357500,TSLA,tsla and now the fall commences,0.0
2020-02-25,56.599998474121090000,57.106666564941406000,52.466667175292970000,53.327331542968750000,53.327331542968750000,259357500,TSLA,tsla oh no its going up buy bulls buy  enjoy the bull trap,-0.0772
2020-02-25,56.599998474121090000,57.106666564941406000,52.466667175292970000,53.327331542968750000,53.327331542968750000,259357500,TSLA,"tsla 

anything over 250 is good for shorting 

all felons to jail soon",0.4404
2020-02-25,56.599998474121090000,57.106666564941406000,52.466667175292970000,53.327331542968750000,53.327331542968750000,259357500,TSLA,tsla still room to fall not done yet  tg 750,0.0
2020-02-25,56.599998474121090000,57.106666564941406000,52.466667175292970000,53.327331542968750000,53.327331542968750000,259357500,TSLA,"tsla  they will warn  after the close they have no choice 
even computers cannot hold this up after a warning",-0.6124
2020-02-25,56.599998474121090000,57.106666564941406000,52.466667175292970000,53.327331542968750000,53.327331542968750000,259357500,TSLA,"tsla its amazing how its holding up 
pull the rug",0.5859
2020-02-25,56.599998474121090000,57.106666564941406000,52.466667175292970000,53.327331542968750000,53.327331542968750000,259357500,TSLA,"tsla  robinhood kiddies get ready tomorrow is margin calls liquidation due date 
",0.3612
2020-02-25,56.599998474121090000,57.106666564941406000,52.466667175292970000,53.327331542968750000,53.327331542968750000,259357500,TSLA,tsla da bears are back in town baby,0.0
2020-02-25,56.599998474121090000,57.106666564941406000,52.466667175292970000,53.327331542968750000,53.327331542968750000,259357500,TSLA,tsla  pt 2 i love to trade another day indeed,0.6369
2020-03-11,358.920013427734400000,362.980010986328100000,344.790008544921900000,349.920013427734400000,349.920013427734400000,6036000,NFLX,nflx based on the fear facto news cycle every country will be quarantined  netflix not chillingoing up  i think dont know y we keep our sub but,-0.2732
2020-03-11,358.920013427734400000,362.980010986328100000,344.790008544921900000,349.920013427734400000,349.920013427734400000,6036000,NFLX,nflx buy buy buy lets get some volume,0.0
2020-03-11,358.920013427734400000,362.980010986328100000,344.790008544921900000,349.920013427734400000,349.920013427734400000,6036000,NFLX,nflx they say people will not be working and cancel subscriptions  not going to lie i never heard of anyone that would cancel their 7991299 cable  i see this as a bull for sure in these times especially if im locking myself inside,-0.1779
2020-04-03,96.309997558593760000,96.919998168945330000,92.709999084472660000,93.879997253417950000,93.575027465820330000,14814600,DIS,dis rip monday cdc announces virus will be around for 2 more years bye  theme parks,0.0
2020-04-22,178.449996948242200000,184.779998779296880000,178.139999389648440000,182.279998779296880000,182.279998779296880000,33242000,FB,fb looking like 160ish before continuing to rebound   link,0.3612
2020-04-22,178.449996948242200000,184.779998779296880000,178.139999389648440000,182.279998779296880000,182.279998779296880000,33242000,FB,fb the fun is over for the bulls see yall at 175,0.5106
2020-05-07,198.000000000000000000,198.089996337890650000,194.779998779296880000,196.490005493164100000,193.883697509765600000,16164600,BABA,baba on angrybirds  catapult250 after earnings,0.0
2020-05-07,198.000000000000000000,198.089996337890650000,194.779998779296880000,196.490005493164100000,193.883697509765600000,16164600,BABA,baba going to 300 at  pace thi,0.0
2020-05-22,88.252502441406250000,90.930000305175780000,87.132499694824220000,90.262496948242200000,89.964935302734380000,103876400,NVDA,nvda early dump  then one last squeeze and then falls off a cliff 1hr b4 close if not o well still made money this week,-0.529
2020-05-22,88.252502441406250000,90.930000305175780000,87.132499694824220000,90.262496948242200000,89.964935302734380000,103876400,NVDA,nvda intraday all time high and an all time high close,0.0
2020-07-08,14.529999732971191000,15.479999542236328000,14.270000457763672000,15.319999694824220000,15.319999694824220000,29958600,CCL,ccl baggies got excited but it is headed lower,-0.2732
2020-07-23,154.913497924804700000,154.913497924804700000,148.500000000000000000,149.327499389648440000,149.327499389648440000,113138000,AMZN,amzn wow i bought a straddle thinking it was earnings why am i trading,0.5859
2020-07-29,172.899993896484380000,173.009994506835940000,162.250000000000000000,166.009994506835940000,166.009994506835940000,51709600,BA,ba if it tanks i buy if it rises i buy winning either way lets get this,0.5267
2020-07-29,172.899993896484380000,173.009994506835940000,162.250000000000000000,166.009994506835940000,166.009994506835940000,51709600,BA,ba  are finally coveting at 173 huge pop expecting,0.3182
2020-07-29,172.899993896484380000,173.009994506835940000,162.250000000000000000,166.009994506835940000,166.009994506835940000,51709600,BA,ba am i crazy for thinking 240 pt by september,-0.34
2020-07-29,172.899993896484380000,173.009994506835940000,162.250000000000000000,166.009994506835940000,166.009994506835940000,51709600,BA,ba this shall passbe optimistic the future is bright adding to my position today,0.6369
2020-07-29,172.899993896484380000,173.009994506835940000,162.250000000000000000,166.009994506835940000,166.009994506835940000,51709600,BA,ba all retailers sold their stocks to institutional investors,0.0
2020-08-11,132.589996337890620000,132.869995117187500000,129.729995727539060000,130.199996948242200000,123.323165893554670000,8453400,WMT,wmt i added some lotto 132 calls as well as oct 15th 145 strike seconds before that instacart news hit  got lucky  up 100 already in a couple mins,0.5267
2020-09-10,160.960006713867200000,163.779998779296880000,157.570007324218750000,157.690002441406250000,157.690002441406250000,14532600,BA,you want to sure profits for tomorrow yes buy ba puts its always 2 daily,0.802
2020-09-10,160.960006713867200000,163.779998779296880000,157.570007324218750000,157.690002441406250000,157.690002441406250000,14532600,BA,ba   this pos stock always jumps 4 bucks but then drops 6 bucks so better to short after every 4 jump daily and ride the fade down 56 each time what other way can u play this junk,0.8486
2020-09-18,15.960000038146973000,16.079999923706055000,15.069999694824220000,15.310000419616700000,15.310000419616700000,51607600,CCL,ccl lol im sure buyers will be lining up to buy beat up cruise ships right now,0.6249
2020-09-18,15.960000038146973000,16.079999923706055000,15.069999694824220000,15.310000419616700000,15.310000419616700000,51607600,CCL,ccl just came to make a few dollars to feed my turtle enjoy the day,0.4939
2020-10-16,121.279998779296880000,121.550003051757800000,118.809997558593760000,119.019996643066400000,116.753036499023440000,115393800,AAPL,aapl all over the world and you guys think its cause too many are being ordered,0.0
2020-10-16,121.279998779296880000,121.550003051757800000,118.809997558593760000,119.019996643066400000,116.753036499023440000,115393800,AAPL,aapl im glad i sold my position in the positive today this thing has been selling on the news all week its like if apple were to just stfu  this would go up fukkk u apple,0.8442
2020-10-16,121.279998779296880000,121.550003051757800000,118.809997558593760000,119.019996643066400000,116.753036499023440000,115393800,AAPL,aapl half an hour of a buy wave  looking more and more like a technical reset for todays dump,0.1171
2020-10-16,121.279998779296880000,121.550003051757800000,118.809997558593760000,119.019996643066400000,116.753036499023440000,115393800,AAPL,aapl whens iphone 13 being released  stock could really use a catalyst,0.0
2020-10-16,121.279998779296880000,121.550003051757800000,118.809997558593760000,119.019996643066400000,116.753036499023440000,115393800,AAPL,aapl considering market was doing opposite of what i have been doing i will tank because i bought calls,0.0
2020-10-23,145.880004882812500000,147.470001220703120000,144.350006103515620000,145.240005493164060000,133.052703857421880000,4154400,JNJ,jnj 170 call 11521 asking 42  thoughtsfrom what the big man was hinting tonight jj might be the vaccine winner,0.7003
2020-02-25,56.599998474121090000,57.106666564941406000,52.466667175292970000,53.327331542968750000,53.327331542968750000,259357500,TSLA,tsla hype is gone bulls have become bag holders yesterday for a very long time,0.0
2020-05-07,198.000000000000000000,198.089996337890650000,194.779998779296880000,196.490005493164100000,193.883697509765600000,16164600,BABA,"baba holding 195  will move to 202
nice long setup",0.4215
2020-10-16,121.279998779296880000,121.550003051757800000,118.809997558593760000,119.019996643066400000,116.753036499023440000,115393800,AAPL,aapl buyers beware  volume not impressive on premarket  considering put options at the open on watch,-0.4023
2020-10-16,121.279998779296880000,121.550003051757800000,118.809997558593760000,119.019996643066400000,116.753036499023440000,115393800,AAPL,aapl  sell off 1175 coming,0.0
2020-10-16,121.279998779296880000,121.550003051757800000,118.809997558593760000,119.019996643066400000,116.753036499023440000,115393800,AAPL,aapl hopefully it keeps dumping up until a couple days before election come on i want to buy a lot at 8090,0.1779
2020-02-25,56.599998474121090000,57.106666564941406000,52.466667175292970000,53.327331542968750000,53.327331542968750000,259357500,TSLA,tsla my reaction when bulls thought they were going to see gains today,0.34
2020-02-25,56.599998474121090000,57.106666564941406000,52.466667175292970000,53.327331542968750000,53.327331542968750000,259357500,TSLA,tsla last fri i stated that this would gap down leaving the last 3 candles as an island reversal gapand there you go,0.0
2020-02-25,56.599998474121090000,57.106666564941406000,52.466667175292970000,53.327331542968750000,53.327331542968750000,259357500,TSLA,tsla bulls cheering that this only went down 7 when the s and p dropped 35 what happens when the s and p drops 40,0.5106
2020-02-25,56.599998474121090000,57.106666564941406000,52.466667175292970000,53.327331542968750000,53.327331542968750000,259357500,TSLA,tsla how many times it has been trying to hit the ceiling  and failed and suddenly gave up,-0.5106
2020-02-25,56.599998474121090000,57.106666564941406000,52.466667175292970000,53.327331542968750000,53.327331542968750000,259357500,TSLA,"tsla this is not the dip you want  wait till it misses and tanks 150 
surprise surprise sick people arent ordering teslas whilst they are in quarantine wow who would of thought",0.4767
2020-05-07,198.000000000000000000,198.089996337890650000,194.779998779296880000,196.490005493164100000,193.883697509765600000,16164600,BABA,baba few wks ago bought at 215 what an idiot then went to 180 and still struggling,-0.7269
2020-05-22,88.252502441406250000,90.930000305175780000,87.132499694824220000,90.262496948242200000,89.964935302734380000,103876400,NVDA,nvda today is one big doji reversal candle,0.0
2020-07-29,172.899993896484380000,173.009994506835940000,162.250000000000000000,166.009994506835940000,166.009994506835940000,51709600,BA,ba they want to beat it down lower so they can buy in   nope this thing flips like a light switch with pandemic news people reading charts like the bible,0.4767
2020-10-16,121.279998779296880000,121.550003051757800000,118.809997558593760000,119.019996643066400000,116.753036499023440000,115393800,AAPL,aapl demand and average selling price is going down,-0.128
2020-03-17,59.549999237060550000,59.619998931884766000,53.610000610351560000,58.979999542236330000,54.641082763671880000,25045200,SBUX,sbux i cant wait to see this get torn back down,-0.25
2020-04-01,93.500000000000000000,97.400001525878900000,92.559997558593760000,94.919998168945330000,94.611648559570330000,18303900,DIS,"dis sold short and bought puts around 9420
98 impending",0.0
2020-04-01,93.500000000000000000,97.400001525878900000,92.559997558593760000,94.919998168945330000,94.611648559570330000,18303900,DIS,dis ppl gonna get rude awakening thinking this is some sort of safe haven right nowtheyre getting killed more than anybody,-0.7089
2020-04-01,93.500000000000000000,97.400001525878900000,92.559997558593760000,94.919998168945330000,94.611648559570330000,18303900,DIS,dis i still cant believe people bought this at 100 dollars,0.0
2020-04-01,93.500000000000000000,97.400001525878900000,92.559997558593760000,94.919998168945330000,94.611648559570330000,18303900,DIS,dis adding more puts if the mouse wants to bounce again,0.0
2020-04-01,93.500000000000000000,97.400001525878900000,92.559997558593760000,94.919998168945330000,94.611648559570330000,18303900,DIS,"dis its over man just let it go let it go no true  bear is leaving till we get our drop  
 
we are salivating and all irrational pumps make us lick our lips lol",-0.4646
2020-04-01,93.500000000000000000,97.400001525878900000,92.559997558593760000,94.919998168945330000,94.611648559570330000,18303900,DIS,dis hahaha this price action is hilarious guarantee the it close at 9350  same where it opened,0.8074
2020-06-24,115.849998474121100000,116.000000000000000000,110.029998779296880000,112.069999694824220000,111.705940246582050000,22252500,DIS,"dis wait zero percent gain in the last 5 years
so it is a parksrectravel company",0.5267
2020-06-24,115.849998474121100000,116.000000000000000000,110.029998779296880000,112.069999694824220000,111.705940246582050000,22252500,DIS,"dis june 26 111 puts 5 
lets see",0.0
2020-07-15,100.889999389648440000,101.290000915527340000,98.650001525878900000,99.730003356933600000,90.182243347167950000,22508400,JPM,jpm wow almost 100 this should be good for my other bank plays too lets go,0.8271
2020-08-05,157.188507080078120000,160.679504394531250000,156.365005493164060000,160.251495361328120000,160.251495361328120000,78330000,AMZN,amzn needs to bread 3245 and to the,0.0
2020-09-01,49.310001373291016000,49.349998474121090000,48.830001831054690000,49.119998931884766000,44.129844665527344000,12588400,KO,ko you mean one month ago,0.0
2020-09-03,26.200000762939453000,26.620000839233400000,25.459999084472656000,25.659999847412110000,23.711807250976560000,86192500,BAC,bac looking at these sep 18 28 calls,0.0
2020-11-19,200.449996948242200000,209.440002441406250000,199.899993896484400000,205.669998168945300000,205.669998168945300000,34236100,BA,ba if cramer says buy you do the opposite and sell,0.0
2020-11-19,200.449996948242200000,209.440002441406250000,199.899993896484400000,205.669998168945300000,205.669998168945300000,34236100,BA,ba holding put since open today cheap ones too huge pay out tomorrow,0.2263
2020-11-19,200.449996948242200000,209.440002441406250000,199.899993896484400000,205.669998168945300000,205.669998168945300000,34236100,BA,ba short this  target 180 today,0.0
2020-11-19,200.449996948242200000,209.440002441406250000,199.899993896484400000,205.669998168945300000,205.669998168945300000,34236100,BA,ba lmao bulls back to 165,0.5994
2020-11-19,200.449996948242200000,209.440002441406250000,199.899993896484400000,205.669998168945300000,205.669998168945300000,34236100,BA,ba bulls so confident but wont spend 201,0.3732
2020-11-19,200.449996948242200000,209.440002441406250000,199.899993896484400000,205.669998168945300000,205.669998168945300000,34236100,BA,ba wow almost the exact same pattern as happened around 20486 before it took another leg down,0.5859
2020-11-20,204.589996337890650000,206.580001831054700000,199.169998168945300000,199.619995117187500000,199.619995117187500000,18230900,BA,ba i had a feeling today it might gap up 220 above and reach 230 dont say i didnt warn you shorties,0.2254
2020-04-01,93.500000000000000000,97.400001525878900000,92.559997558593760000,94.919998168945330000,94.611648559570330000,18303900,DIS,dis there goes my put nothing is going their way but this fkr is still going up smh  its for may so im still optimistic its gonna tank,0.1016
2020-11-19,200.449996948242200000,209.440002441406250000,199.899993896484400000,205.669998168945300000,205.669998168945300000,34236100,BA,ba stimulus chatter thats why pop after hype this will go under 200 lets,0.0
2020-04-01,93.500000000000000000,97.400001525878900000,92.559997558593760000,94.919998168945330000,94.611648559570330000,18303900,DIS,dis theyre selling rallies price is going up money is coming out,0.0
2020-08-05,157.188507080078120000,160.679504394531250000,156.365005493164060000,160.251495361328120000,160.251495361328120000,78330000,AMZN,amzn bezos selling is part of a planned sale 10b5 plan not even a blip on the radar to investors and this will outperform nasdaq by 1 again tomorrow,0.0
2020-11-19,200.449996948242200000,209.440002441406250000,199.899993896484400000,205.669998168945300000,205.669998168945300000,34236100,BA,ba this is becoming a day traders dream stock  so easy with this pumper dumper  rinse and repeat,0.4576
2020-11-20,204.589996337890650000,206.580001831054700000,199.169998168945300000,199.619995117187500000,199.619995117187500000,18230900,BA,ba silly bears its way too early to be predicting the futures markets by open tomorrow nice try tho,0.4404
2020-01-17,79.067497253417970000,79.684997558593750000,78.750000000000000000,79.682502746582030000,77.629234313964840000,137816400,AAPL,aapl beautiful stair step pattern continuing with eventual resolution to the upside stock still cheap forward looking and earnings are gonna be,0.5994
2020-01-17,79.067497253417970000,79.684997558593750000,78.750000000000000000,79.682502746582030000,77.629234313964840000,137816400,AAPL,they really hate aapl in this 317 area,-0.6115
2020-01-17,79.067497253417970000,79.684997558593750000,78.750000000000000000,79.682502746582030000,77.629234313964840000,137816400,AAPL,aapl  s r speechless n has reached a new level of insanity super,0.1531
2020-02-28,1643.640014648437500000,1718.000000000000000000,1634.540039062500000000,1695.660034179687500000,1695.660034179687500000,977000,BKNG,bkng how is this up entered more puts for 330,0.0
2020-04-23,210.240005493164100000,210.559997558593720000,203.460006713867200000,205.240005493164100000,202.517623901367200000,20424000,BABA,baba why would anyone own china stocks right now also my 200 puts were up 55 today,0.0
2020-04-30,74.072502136230470000,74.614997863769530000,72.930000305175780000,73.069999694824220000,72.829124450683600000,37591600,NVDA,nvda face ripper to all time highs by the end of the week strap in,0.0
2020-05-07,12.979999542236328000,13.739999771118164000,12.979999542236328000,13.529999732971191000,13.529999732971191000,39715800,CCL,ccl bye bye bulls lmao who didnt see this coming,0.5994
2020-05-07,12.979999542236328000,13.739999771118164000,12.979999542236328000,13.529999732971191000,13.529999732971191000,39715800,CCL,ccl lets not get hype bulls robinhoods going to take their profits today after market and tomorrow will open 13 or below remember not a lot of people hold for weekends so  take advantage and take your gains,0.7635
2020-07-07,118.449996948242200000,127.550003051757800000,118.220001220703120000,126.949996948242200000,120.244827270507800000,31152700,WMT,wmt hey bulls yall dropped something,0.0
2020-08-05,306.829986572265600000,312.959991455078100000,305.019989013671900000,312.470001220703100000,297.428588867187500000,2982200,UNH,unh i love you so much,0.6369
2020-09-03,146.699996948242200000,149.600006103515620000,141.809997558593750000,144.539993286132800000,137.468612670898440000,16005000,WMT,"wmt s are back so we shoul be green for sure imo
open back up at 151 and run to 156 lets see",0.3182
2020-09-03,146.699996948242200000,149.600006103515620000,141.809997558593750000,144.539993286132800000,137.468612670898440000,16005000,WMT,wmt fck trump  but on a positive note im optimistic that a tik tok deal will still close  wmt  msft isnt giving up that easy,0.8792
2020-09-03,146.699996948242200000,149.600006103515620000,141.809997558593750000,144.539993286132800000,137.468612670898440000,16005000,WMT,wmt holiday season is around the corner and the new walmart service rolled out today only one else from here,0.4019
2020-09-03,146.699996948242200000,149.600006103515620000,141.809997558593750000,144.539993286132800000,137.468612670898440000,16005000,WMT,"wmt shoot we
might go green",-0.34
2020-09-03,146.699996948242200000,149.600006103515620000,141.809997558593750000,144.539993286132800000,137.468612670898440000,16005000,WMT,wmt shorted this morning then took a dump in the breakfast isle no wonder they dropped shut down for 2 whole hours haha round 2 tomorrow  get ready,0.1779
2020-10-09,169.929992675781250000,170.000000000000000000,166.820007324218750000,167.330001831054700000,167.330001831054700000,17406000,BA,ba i was going to be chill with a 185 pt but now that i see the 1 year chart this is merely the dip,0.0
2020-10-09,169.929992675781250000,170.000000000000000000,166.820007324218750000,167.330001831054700000,167.330001831054700000,17406000,BA,ba who else woke up in feast mode,0.0
2020-10-09,169.929992675781250000,170.000000000000000000,166.820007324218750000,167.330001831054700000,167.330001831054700000,17406000,BA,ba 170 calls doubled in volume in less than 30 min that should tell you something,0.0
2020-10-09,169.929992675781250000,170.000000000000000000,166.820007324218750000,167.330001831054700000,167.330001831054700000,17406000,BA,ba its time to get in when it dips,0.0
2020-06-11,130.175003051757800000,133.569000244140620000,126.811500549316400000,127.898002624511720000,127.898002624511720000,116002000,AMZN,amzn bought a few 2610 puts expiring tomorrow for 18 then it went down to 6 i said fk it and bought some more and added more 2630 puts for next friday feeling so blessed right now,0.7573
2020-08-19,107.690002441406240000,109.690002441406240000,107.349998474121100000,108.389999389648440000,104.636451721191400000,9508100,NKE,nke ok so i bought a put on nike around low 109ish   nd then i accidentally sold a  111 out and i was first bearish but now i want the stock to the go to the moon  rookies moves,-0.0516
2020-10-01,35.018974304199220000,35.189754486083984000,34.307399749755860000,34.506641387939450000,30.002162933349610000,22520396,PFE,pfe im in at 38 so please,0.4572
2020-11-27,193.720001220703120000,199.593338012695300000,192.816665649414100000,195.253326416015600000,195.253326416015600000,112683300,TSLA,tsla today i broke a milestone up over 1000 percent on my tesla position all the bears that laughed at me for holding long all this time should cry,-0.4404
2020-11-27,193.720001220703120000,199.593338012695300000,192.816665649414100000,195.253326416015600000,195.253326416015600000,112683300,TSLA,tsla hasnt even begun yet tesla will be worth 10 trillion in another decade elon is the smartest man the world has ever seen,0.7096
